OGLE-LMC-CEP-0179  LMC136.5  13058        F 04:51:01.39 -69:36:08.0                                              V0101 DV7
OGLE-LMC-CEP-0180  LMC136.7  13873        F 04:51:02.49 -69:54:49.4                                                   
OGLE-LMC-CEP-0181  LMC139.3   8605        F 04:51:04.91 -67:21:51.0                                                   
OGLE-LMC-CEP-0182  LMC138.3     98       1O 04:51:05.24 -66:50:58.3                                                   
OGLE-LMC-CEP-0183  LMC137.8   9427    1O/2O 04:51:07.15 -70:40:05.4                                                   
OGLE-LMC-CEP-0184  LMC134.8  18274       1O 04:51:07.49 -68:50:25.5                                                   
OGLE-LMC-CEP-0185  LMC135.7  21432       1O 04:51:08.06 -69:18:35.2                                                   
OGLE-LMC-CEP-0186  LMC135.6  18061        F 04:51:09.63 -69:08:23.1                                                   
OGLE-LMC-CEP-0187  LMC139.4   7622       1O 04:51:12.33 -67:15:20.6                                                   
OGLE-LMC-CEP-0188  LMC134.7    110        F 04:51:12.68 -68:44:16.8                                                   
OGLE-LMC-CEP-0189  LMC135.5   3831        F 04:51:15.58 -69:05:17.3                                              V0106 HV12473
OGLE-LMC-CEP-0190  LMC137.5  12008       1O 04:51:15.60 -70:13:52.0                                                   
OGLE-LMC-CEP-0191  LMC136.6  15117        F 04:51:17.96 -69:45:44.6                                              V0108 DV266
OGLE-LMC-CEP-0192  LMC138.3   7464       1O 04:51:19.24 -66:50:52.0                                                   
OGLE-LMC-CEP-0193  LMC140.1  12862       1O 04:51:20.34 -68:18:12.8                 47.1763.26                        
OGLE-LMC-CEP-0194  LMC137.8   9206        F 04:51:22.23 -70:35:31.7                                                   
OGLE-LMC-CEP-0195  LMC137.8   9161       1O 04:51:23.10 -70:37:59.9                                              V0117 HV12409
OGLE-LMC-CEP-0196  LMC138.2   8242        F 04:51:24.14 -66:57:33.9                                                   
OGLE-LMC-CEP-0197  LMC134.6   3307        F 04:51:24.38 -68:36:46.2                                                   
OGLE-LMC-CEP-0198  LMC136.5  13090        F 04:51:25.94 -69:33:11.6                                              V0111 DV9
OGLE-LMC-CEP-0199  LMC135.8   6381        F 04:51:27.77 -69:29:22.1                                                   
OGLE-LMC-CEP-0200  LMC133.5    103     F/1O 04:51:31.30 -67:48:45.0                 47.1771.30                        
OGLE-LMC-CEP-0201  LMC133.8     41        F 04:51:31.78 -68:13:32.9                 47.1765.22                        
OGLE-LMC-CEP-0202  LMC133.8    129       1O 04:51:37.49 -68:18:02.9                 47.1763.32                        
OGLE-LMC-CEP-0203  LMC134.5   3024       1O 04:51:37.99 -68:27:21.1                                                   
OGLE-LMC-CEP-0204  LMC136.5  13113       1O 04:51:38.18 -69:33:11.2                                                   
OGLE-LMC-CEP-0205  LMC136.5  13118        F 04:51:42.56 -69:36:30.6                                              V0121 DV12
OGLE-LMC-CEP-0206  LMC138.3   7136        F 04:51:45.34 -66:47:29.5                                              V0110 HV12733
OGLE-LMC-CEP-0207  LMC133.6    101    1O/2O 04:51:47.74 -67:55:56.2                                                   
OGLE-LMC-CEP-0208  LMC135.8   6415       1O 04:51:47.94 -69:29:25.3                                                   
OGLE-LMC-CEP-0209  LMC135.5   7598        F 04:51:52.67 -69:05:48.9                                                   
OGLE-LMC-CEP-0210  LMC134.7  20652        F 04:51:55.36 -68:40:13.8                                                   
OGLE-LMC-CEP-0211  LMC135.7   7717        F 04:51:56.12 -69:20:36.7                                                   
OGLE-LMC-CEP-0212  LMC134.8   4136        F 04:51:59.94 -68:53:27.0                                              V0127 HV12475
OGLE-LMC-CEP-0213  LMC139.1   9495        F 04:52:00.78 -67:39:48.9                 47.1894.24                        
OGLE-LMC-CEP-0214  LMC134.5  18715        F 04:52:04.03 -68:25:18.3                                                   
OGLE-LMC-CEP-0215  LMC135.7  24781        F 04:52:05.56 -69:15:20.1                                                   
OGLE-LMC-CEP-0216  LMC135.7   7728        F 04:52:05.58 -69:23:26.8                                              V0132 HV12961
OGLE-LMC-CEP-0217  LMC136.6  15316        F 04:52:06.15 -69:46:09.3                                              V0135 DV15
OGLE-LMC-CEP-0218  LMC136.5  12953        F 04:52:07.70 -69:36:50.9                                              V0134 DV13
OGLE-LMC-CEP-0219  LMC135.5   7679    1O/2O 04:52:09.48 -69:04:34.0                                                   
OGLE-LMC-CEP-0220  LMC134.7  24771       1O 04:52:11.96 -68:43:41.8                                                   
OGLE-LMC-CEP-0221  LMC135.8  21876       1O 04:52:12.52 -69:25:27.8                                                   
OGLE-LMC-CEP-0222  LMC134.8  26520        F 04:52:13.34 -68:51:23.7                                                   
OGLE-LMC-CEP-0223  LMC136.7  13650        F 04:52:13.34 -69:52:02.0                                              V0140 DV17
OGLE-LMC-CEP-0224  LMC135.5  23296        F 04:52:13.93 -69:00:42.2                                                   
OGLE-LMC-CEP-0225  LMC138.4   7011        F 04:52:14.63 -66:35:32.3                                              V0122 HV12959
OGLE-LMC-CEP-0226  LMC134.8  26522        F 04:52:15.36 -68:49:44.8                                                   
OGLE-LMC-CEP-0227  LMC137.4     20        F 04:52:15.70 -70:14:31.3                                                   
OGLE-LMC-CEP-0228  LMC133.8   1319    1O/2O 04:52:18.21 -68:18:46.2                                                   
OGLE-LMC-CEP-0229  LMC135.7  12377        F 04:52:19.44 -69:23:01.4                                              V0142 HV12485
OGLE-LMC-CEP-0230  LMC135.5  11494        F 04:52:19.85 -69:05:29.1                                                   
OGLE-LMC-CEP-0231  LMC135.7  12383       1O 04:52:23.99 -69:21:20.4                                                   
OGLE-LMC-CEP-0232  LMC135.7  12854       1O 04:52:24.62 -69:20:52.8                                                   
OGLE-LMC-CEP-0233  LMC137.1     95       1O 04:52:24.76 -70:37:33.1                                                   
OGLE-LMC-CEP-0234  LMC133.8    198    1O/2O 04:52:26.36 -68:21:42.5                 47.2004.144                       
